,Fund_1,Fund_2,Fund_3,Fund_4,Fund_5,Fund_6,Fund_7,Fund_8,Fund_9,Fund_10,Fund_11,Fund_12,Fund_13,Fund_14,Fund_15,Fund_16,Fund_17,Fund_18,Fund_19,Fund_20,Fund_21,Fund_22,Fund_23,Fund_24,Fund_25,Fund_26,Fund_27,Fund_28,Fund_29,Fund_30,Fund_31,Fund_32,Fund_33,Fund_34,Fund_35,Fund_36,Fund_37,Fund_38,Fund_39,Fund_40
2023-01-11,-0.0045611836973445865,-0.015333822167067475,0.007810226897434486,0.04753319673645048,0.024130737441612912,0.01193874543284791,0.006102318224530615,0.011967471612932752,-0.012243671318252193,0.01874900212100458,0.006585878205962023,0.00053866535762611,-0.006191119358343813,0.01820746143321596,0.02463589720942386,-0.02000433529777114,-0.011345787289611891,0.007962249413804594,-0.008024868257793175,7.391284105765747e-05,0.00372881072278067,0.014702972189653588,-0.009233365895210684,0.00299427167079551,0.007572220562362819,0.015174214985988062,0.010363691607154597,0.024520433456353682,0.027219894000087473,-0.0036826006412785145,-0.01761109079312853,0.015102000467749071,-0.013819283855023599,-0.011444724649113702,-0.035848868510449536,0.0018119768743800476,0.007967421848616828,0.010224275551807549,0.0025832343758286787,-0.02406575874576144
2023-01-12,-0.01260276017436936,0.017883542641251755,0.019543921312560976,-0.015636441910806025,0.007203476400687017,-0.00020947390057812982,-0.013903029253637466,0.01828733898781099,-0.010489252771394533,-0.022702058086427005,0.0005576805270038783,-0.006371856537368759,0.008320875556928923,-0.019059606077073084,0.00596989094185622,-0.006668237627678014,0.006424473252573327,-0.009679228292508295,0.002057087908641955,-0.0033920405685379323,0.012206648945013346,0.011642686420568264,0.004051018297737676,-0.014327208784429194,0.0020181316025970567,0.007269537020471908,-0.011386046504002559,0.020161864887995963,0.004731625546484961,-0.014515095489354498,0.02499086958854093,-0.02373562654987237,-0.009527066483561811,-0.005147929396900583,0.0033694568322722206,-0.00399179480046194,-0.012794873597880216,-0.013004133404946898,-0.021176246666856205,-0.0005081357113721663
2023-01-13,-0.0014052568229026249,-0.01232130746015458,0.014394879563790104,0.01159984930207114,0.004611519959242187,-0.0019679285947009103,-0.013310558756855414,-0.021211267392602463,0.008418671017380199,0.0032573476835308446,0.00914237422934817,0.002188931623245834,0.03286852853558965,-0.010066582183529075,0.007123584765588964,0.001589563333953519,-0.003772285450780443,0.0057206449067037975,-0.008732171364757542,-0.0035908387945426394,-0.02478641527014238,0.008735318494201888,-0.013919171252332403,-0.003958541709150257,0.005314464345797765,-0.014392556472978645,0.021806825612470094,-0.0007955899385078985,-0.01875307493122556,-0.0035563128081692983,-0.003294207229233876,-0.004061715637540698,0.019413698971431883,-0.009722026758423173,0.01052002061405333,-0.0042629012589577246,-0.0014361913630540424,0.007554060332894536,-0.009272066803353081,-0.00021872465880275074
2023-01-14,0.008070916356938516,-0.007951086759460985,-0.024799664249598223,0.01151155755585061,0.006506568628092048,0.014558152058479054,-0.005939353809683551,-0.0006495764284819197,0.01694980991302952,0.013098834077285942,0.016398876491748576,0.013387385358955874,0.027600329318288406,0.006469561924525791,0.0018522131225206676,0.003226037604251326,0.018674444618815338,0.017610271800736446,0.026105351890853952,0.027076094314579285,0.0018441146375225636,0.004228420343502945,-0.03523968242307033,0.013622879535619936,0.002049777842564208,0.03115288227096387,0.005537793955647567,0.013516954004869583,0.01186460407297829,0.0019234200344068985,0.034044118728257466,0.005705716020633161,0.0035795948629459475,-0.01566510843255024,-0.0006932215271047962,0.017958601848370257,-0.02832228626314665,0.0122971249655424,0.005590825631542262,0.007874854516055954
2023-01-15,-0.004521303892672865,-0.014942449597297871,0.008567687944668518,0.015396770251161804,-0.0024491961723090293,0.0024260058091392913,0.017624969272643905,0.004949029017604401,0.0013658263185060888,0.024515289619784046,-0.019118836772558122,0.027897631323308157,-0.017252268224884636,0.012885368618164738,0.002946219559698253,0.013542469487182244,-0.0016760528005135755,-0.0013940428582985762,0.014110628180397856,0.0031142932424462096,0.011752920206426749,-0.0093445135136799,-0.01154453217539455,-0.014410652912005887,-0.005622607685644794,0.003257678101111535,-0.007606359997481375,-0.009622994590441806,-0.008107821530918127,0.0018394332921250328,0.008758926810831269,0.0031601484569681567,0.00923795820275516,0.0063714774268455905,-0.0034413893288786222,0.00823959048378102,0.013868139193140568,-0.011647657651677041,-0.009252530028003574,0.016105869696412943
2023-01-16,0.006259728074302461,-0.004297387268539543,-0.0023911835568127533,-0.024722746597440535,0.04417640295715884,0.007907826649851263,0.0017271305582736492,-0.013861772733159783,-0.016334934507845365,0.021781725732594452,0.009483245712478546,0.008673389457068867,0.006819943873749,-0.04849099869120565,0.005697745507525951,0.010579731326065291,-0.005964293331624203,0.00031609569854769404,0.01877908884694839,-0.03184953865385324,0.014319435224060683,0.00010720127755327633,0.0017979825858431763,-0.024367742334699155,-0.018913924993076037,0.015044951545705338,-0.0028719933907970104,0.0024824069713302015,-0.006518413357764459,-0.015128503375445856,-0.007124084948163769,0.011867152794212743,0.00815376257614056,-0.012691601225321179,0.005898901877496698,0.02030000479119842,-0.01064701675941999,0.0015611095175854946,-0.009694887105858202,-0.024734627299389866
2023-01-17,-0.001198304897845584,-0.008785685152868627,0.0016064051529112652,0.003503868527797716,-0.0013950833579582092,0.017716801971652235,-0.015571428659220728,0.0006729117848827933,-0.029932844609969693,0.03849484917765397,0.02066689706724332,0.029062633152259047,0.003466610943122345,-0.007727611862945178,0.008797403061474451,-0.015763315918482592,-0.009052580632763983,0.015570132789114783,0.016535425832651076,0.00668969331029658,0.01686302895505814,0.0018359074874227516,0.00707583507932113,-0.04000490369208053,0.00030065586441978243,-0.01591053076554041,0.004896378736587244,0.02415136125117906,0.0036141706836447167,0.004182981589779719,-0.022940822743451147,0.01193912672187961,-0.0031070743496816925,-0.001205117988415275,-0.005633683715488851,-0.0032849705246527066,0.007833137910533404,0.010876784537224248,-0.03665401060044414,0.03087183781663126
2023-01-18,-0.005870750370184379,0.016742654495015136,0.013008920889740426,0.0020001261403580287,0.0047041192793619395,0.01632784761560204,0.020090824029347934,0.0024783799740879333,-0.011041976460148544,0.01000786255755136,-0.003137121770788198,0.0019226685774001682,-0.004318620181647402,-0.005148234314415761,-0.0016668249915061779,0.005401470739892606,-0.005563064736318058,-0.003937580250220146,-0.009634960398608266,0.007674987358959651,0.005993079244751993,-0.030365052229412458,0.005693761279121969,0.0005471920096372622,0.007182724875048724,-0.018097149375287863,0.023937967196422046,-0.024490183973862243,-0.006463216219363372,0.01411254129296917,0.017459123095682566,-0.004797321381421834,-0.028046165694387375,0.0013243012270613334,0.006379594069297074,0.0028319089490253598,0.00023681065840523078,-0.004577043569977346,0.02843210658390787,-0.02798488281901006
2023-01-19,0.02602138184856887,0.02588470164530259,0.0005986483469232249,0.02432283526243748,0.012324520837787472,-0.015708566472736066,-0.011695053250075343,-0.0020109912089963248,-0.023541422728230114,-0.0067527014435803286,0.006516139003886428,0.006078178648441405,0.02078150312685708,-0.0029021053565597083,-0.01864398461446774,-0.00658094897439656,-0.008565067392935933,0.014612577163174737,0.029652106900865612,-0.0012354120763821946,-0.0008079692220633863,-0.00198807287370577,0.008663068242090389,-0.0030714698955869443,-0.014642332767399,-0.0329031282010977,0.014012526778377492,0.021500712770510036,-0.014514314144540078,0.020524501499236656,-0.008264547619116207,-0.023371557213184214,0.05493643691218891,-0.01459703530763163,0.0016540529187925427,0.016337456158703877,-0.0026153974399340044,0.016233354950121733,-0.008892601834137658,0.02010102868498676
2023-01-20,-0.010656878211594374,-0.018390024985081917,0.01655296678527779,0.011425045159349514,0.018793438189522813,-0.010747566367182335,0.008504961384355341,0.02018885943714783,-0.0011873491402435278,-0.010077886875958855,-0.012884548021641852,-0.028301174907069685,-0.021109289044586213,-0.013513761492291316,0.00806698833640733,-0.01987129422736991,0.005508363856249867,0.0013838381456172332,-0.01498723991161377,0.007393014589928507,0.025760431564817558,0.01308615847035707,0.003411151679263599,-0.005962640278359341,-0.0024212982676958283,-0.014798022071163569,0.0075576243303925265,0.0029693559448291,-0.0077256559757467105,0.005939034446687457,0.004355185930520513,0.014335017505067216,0.015985873447714356,0.006783428056621929,0.005586089472591236,-0.020398020974926667,0.0007799299070381747,0.011519430608528903,-0.007590204780732255,0.006063560041263443
2023-01-21,0.01947832305566573,0.0036894368423612935,0.0167444444022089,0.021952099035547158,0.018410094962259843,-0.013147961625180584,-0.006090459099282653,-0.0048662269840523305,-0.01357617342842502,-0.022782775480323873,2.9334810465287873e-05,0.013568129784785922,0.007778190078301281,-0.0023021966983061354,-0.0015567131191200245,-0.009881218439080715,-0.008122886995022742,-0.013178048839424668,-0.017837232140678335,0.008604175230878905,-0.0055315598595552,0.007593134142120834,0.014481121211089687,0.025515235118907742,-0.0030532396545231858,-0.005569504669597717,-0.003951172533367459,-0.0024910509490220444,0.009118052696263423,-0.01169442462056265,-0.008865372284231066,0.006854348814965949,0.008981369377439485,0.003060999771652921,-0.03677225000481928,0.02769913508138761,-0.005824379518089959,0.007227051640302688,-0.001377560825230636,0.006776977091501395
2023-01-22,-0.012967345001230764,0.006734240135932965,0.004523268463067385,0.025181072838288403,-0.004558158947332504,-0.001367272400804406,-0.012568581519643891,0.009597104336647854,-0.0022983317328047733,-0.010372214021015602,-0.0014478038757589455,0.004945454638018584,0.014772079624447354,0.01819748456705491,0.002077196055911209,-0.011572725784302088,-0.016517685155124247,0.012402793178880347,-0.009144898659699245,0.023243559468323426,-0.017381286575067094,-0.0061683739434942025,0.0018879231998996855,0.012049359202408372,-0.00039034585075803103,-0.03584804630057239,0.012892799163641569,0.02091260680766942,-0.001507280855139311,0.0005839189292568477,0.011503301634689026,-0.0009249935878746754,0.011065544191574909,-0.008476073205770167,0.008564400390693045,-0.002127773197034142,-0.009278640876681158,-0.003219065005205106,0.02217208584550213,0.0027651900345267927
2023-01-23,-9.939229418773864e-05,-0.023936844431351956,0.026686708990732395,-0.017174781068741506,0.0043631790506008655,-0.0002529165285190179,-0.013254905479454343,-0.0069054990001492685,0.004820764805486023,0.010766152871956564,0.00015720599365409027,0.032628383663871725,0.0011934179364242949,-0.007374492767021094,-0.006982061971976993,-0.041586437442841434,0.007784241299410945,-0.025566357042124715,0.007968480173474578,0.00272131353588124,-0.0014754602255587484,0.005857227290053394,0.0006724368983712514,-0.0004473162448006447,-0.004423278433177637,0.02229909550182983,0.0060414328514459825,-0.02033327071514384,-0.0206902001300259,-0.007462402245870461,-0.007865041502401367,-0.0027050826948909184,-0.01436857483732912,0.0005875691557981559,-0.02046821276697306,0.006438764397738734,-0.0063157101297810075,-0.0036579424757317244,0.001862949856611519,0.053251401926245764
2023-01-24,-0.012354026165437343,0.018221569397746565,0.02514644139378513,-0.03241985400349494,-0.006568838060409091,0.017016544036178926,-0.0025686994698877934,0.02721522486278526,-0.024740012398287135,0.008899169994686176,-0.008586253119737375,0.014568026226691157,-0.002392698704904996,0.007627405173073571,-0.01940934845151393,-0.01007991095156329,-0.0029907344935011207,-0.02745254882471726,0.008224080458795335,0.007865499167994783,0.04218452856923481,0.00676268537807987,0.007840740397626321,-0.005457110612485003,-0.027553838969712082,0.004251740375766639,0.011329687730364605,-0.032481541456010385,-0.0019097028743944445,-0.005941209095632003,0.03386340143459447,-0.002657008579002804,-0.016018587891732397,0.007307574396091905,-0.004880460644825968,0.0047909645329005345,-0.020529702847446547,0.002467832067293615,-0.0035844877774468165,-0.004053115619211655
2023-01-25,-0.004531954700811899,-0.016942391302168028,-0.002396904607462733,0.011935065899117577,-0.015879339460064392,-0.010611606389980191,-0.004727264520697988,-0.009913046720666707,0.00017432764683197248,0.01544752571438329,0.02178007544016901,-0.0005663035033558711,-0.032994757847762075,-0.0007230959326499115,-0.0004977038171455539,0.018684428303576948,0.024825288107117826,-0.01886488663122243,0.0367255297805048,-0.008512724727723797,-0.011284537261930882,0.025232745116698405,-0.01209716776716096,-0.008612517095438007,-0.0011935367953519705,-0.020903485404216608,0.016778316669700057,0.0240590431655939,-0.009043383681822796,-0.0151399193087067,0.02295068095015841,0.008971970034082934,0.0011874940367036682,-0.02073409992628586,-0.006996177098970404,0.004052955936992307,0.0010326108801207998,0.0038095770215275985,0.00507469633180976,0.016849401715329136
2023-01-26,0.006986421253302566,0.002357782113837323,-0.028452770119306237,-0.012096663108542863,-0.005722891434442141,-0.007205020408339164,0.011330139265252918,0.018575290539131886,0.020746583111906663,-0.02170067697839755,0.04229384150685353,-0.0034648401560920393,0.015466881802237863,0.028531286214711685,-0.01100137705843732,-0.001860499433060484,0.012432993859858407,0.0024821332465867394,0.00295828006982026,0.0023776411349731284,-0.014071473551418991,-0.00013028861126534877,-0.02212497516171739,-0.012777085824403484,0.011798743643727688,0.006222339438838648,0.021143866095831524,0.015175331870632093,-0.018542330165088657,-0.008561189436045067,-0.0011441236840873232,0.009525250153042225,-0.008256619783362165,0.020850991545872763,-0.017714294119953997,-0.03587595907563203,0.007059702085684735,0.0012468735599329046,-0.011471573278900152,-0.004278462795420329
2023-01-27,-0.021844543393858946,0.023877098880699853,0.012833465343112013,0.017263965535499907,-0.02394978601871732,0.016376315365309504,0.012906127144191941,0.02086987628718557,0.0017156390073987244,0.01362532853033754,0.0038655699477953076,0.009922255735365223,-0.006011589629677985,0.007572441672912824,0.021004827641065676,-0.012117971688379641,-0.005705171922790622,0.004557698550628623,-0.02061191229623609,0.0071751286977589125,-0.01120842351731002,0.010504884671318035,0.001352333306184738,0.020091935532261095,-0.018608655977925458,-0.03295896814829681,-0.02804529271862803,-0.004919397209506309,0.012375121190227538,0.024427797337764394,-0.02296828673838653,-0.017090909298820282,-0.008983481036976734,0.01933172364186422,0.020830251004733975,0.011519134156954252,0.012189265612121424,-0.00355417018870171,0.016984935986885642,-0.006664843963711829
2023-01-28,0.007494261933822702,-0.008205186925464571,-0.02013074727285207,-0.03559903557535229,0.017855091700255683,0.006430793501008645,-0.012218033608348156,0.00794368547853572,-0.003181275019481389,0.0020612050854087564,-0.018280321185364566,0.01799352029119641,-0.0006154511323258952,0.019499333039404508,0.0077082892118617435,-0.009110845196261,-0.013675260182892966,-0.010480196886477076,0.014440972330510476,0.00134834634205828,-0.003760912925610741,-6.02144761579959e-05,0.008449503705119911,-0.008028470792283958,0.011702543032510716,0.01037636823936738,0.0020864701582470396,0.01331939154106064,0.009080200088738485,-0.006516139815024646,0.01365549397736326,4.5654070741214976e-05,-0.014443278913458866,-0.009839603024536344,0.009638296268056505,-0.0025584350990531563,0.015765629508178305,-0.01832013115140756,0.002077891397639161,-0.009799708884120576
2023-01-29,0.009003918322486723,0.03422612010847884,-0.010149795751503519,-0.0015914564699441949,0.027898012239280838,0.010570692049443588,0.008777567415869167,0.015466009862158719,0.0017736328842484772,-0.01640423726486223,0.001039264224278124,0.0089695167578595,0.0015886051040968554,0.009200514333604835,0.0019785842120644825,0.015519700825799019,0.029118465765594934,0.0006958837104155622,0.018659020789236248,-0.023191319924147427,0.009425567048769935,0.010368426517585754,-0.0030205764914501237,-0.012178514338166632,0.021064334593923928,-0.002245318805476311,-0.003454147636891064,-0.0015107588479520394,0.003201015291223357,0.0034339346594737747,-0.0004553748221461126,0.0030334450494243245,0.01863538271611985,0.0050103373790332355,-0.022673384282118333,0.001334205596452883,-0.015165047976450682,-0.01925549490786049,0.014198699150064447,0.011094428207479324
2023-01-30,0.00021500860563401867,-0.017887653213371726,-0.031607795963576345,-0.011434418215267896,-0.0017336206957150224,0.004450083328315507,-0.02215866543174216,-0.003675124574183087,-0.019131338943675802,0.005877924939252269,-0.008342742229792312,0.006995034890920439,-0.013196253026334783,-0.018689512435146247,-0.013290598320412591,-0.02337831863762243,-0.014019217883981945,0.02231397810720061,-0.02235695714260915,0.024709466844876446,-0.014529649248299649,-0.003737594746188852,-0.01329829954881991,0.007305080081032093,-0.002782649963480425,0.026150711215758494,-0.009050659736449064,-0.015501556328508543,0.001136998942496899,0.021758606185900708,0.013054768775427448,0.003605038723698665,0.014856913129346205,0.03520287357889306,0.004846323917720299,-0.0019205530969421299,-0.007345035841491265,-0.014686166260745552,-0.015216913989971631,0.005859423850590299
2023-01-31,0.0031607926664098565,0.016744809133344914,-0.020300061085301205,-0.015007729019515158,-0.003180992561476774,0.02453956899626068,-0.002534854363768532,0.009680024611517467,-0.01032996282752316,0.00041924688480171797,0.009277252271817388,0.03150577640723153,0.0020844122106684643,0.004970306947168058,0.005914376537178358,-0.015828244497351675,0.022990665493758236,-0.008090745213587104,-0.024951010135594132,-0.012068429652479909,0.008734663676615956,-0.02428342757815672,-0.0022219348822847627,-0.01473387717722407,0.0214274925433511,-0.004203025666432637,0.010047671402007867,0.014034842226229183,-0.01167690954916098,-0.021742680329378004,-0.00548731729614187,-0.017019907729982582,-0.004523515316076442,0.011512996624983994,0.007677201199673623,0.00016766655425437928,-0.004621189663282706,0.015911338943726608,0.011851506601522852,0.0019141346391161986
2023-02-01,-0.01080806305941994,-0.009340205021492078,0.01226323377574871,0.004516946816413871,-7.983723406656846e-05,0.028744864637455243,0.01952030083948372,0.0020739495815255892,-0.001193586588330834,0.010032415242094531,0.016138418172186305,0.00035407753289945276,0.02885632727694642,0.0036457844615067226,-0.01527117608305453,0.0026620383364755742,0.008877819432456078,-0.005188017135872159,-0.005018403562096417,-0.010088798661389986,0.01901075299107915,0.024243825125419345,-0.011525694479682087,-0.011861645366587157,-0.004908910000564239,0.017217674124755854,0.014423815216845562,-0.0024334588705762273,-0.012696622116724243,-0.016546065936646287,-0.009680085727162925,0.011540996812772878,-0.004751373569407684,-0.023321450626572596,0.00845077045989805,-0.01529331549675212,-0.009390526360238405,-0.007902781544666802,0.009254139370286739,-0.028998983152192858
2023-02-02,-0.004961368464782309,-0.001552171700587693,0.006751955806975652,0.0078746168993826,0.0015259700906730632,0.0022776221533090495,-0.006225083325192135,-0.0014430184404508372,0.014993571260997878,-0.02620196908749073,0.010782469019405988,0.024765399026278972,-0.007865345156569045,-0.025569828149772322,0.021030470430342677,0.010954827025923885,-0.0032558227723707626,-0.02243519493088506,0.01662675489268086,0.0035809910418780695,0.01121886217531342,0.01425673337734813,0.00019091350941838385,0.0073508356409035976,-0.006791080623113949,-0.006504609821863348,-0.0023572641998161254,-0.005215890452820232,-0.019761817009228903,-0.023414290427300245,-0.025861838750144087,-0.02657990368454462,0.003830944205654365,-0.0029119385787187875,-0.005931298822653443,0.014404699821609492,0.015420620438789,0.006556331021435732,-0.00737430962966598,-0.01265533951982955
2023-02-03,0.010414513684005845,0.006104780609590429,0.04850329990873389,0.0021055010486242874,-0.005882943140567098,0.03204407377884219,-0.002285681894322434,0.009065104773651465,-0.015257824819626144,-0.010095014886004236,0.006825426323606698,-0.022420198098126797,-0.03261760490253837,-0.008902791097098645,-0.0035444254059295035,-0.007814287178518332,0.017578792351709206,0.023072155519217246,0.00805166092064984,0.0066991256159082725,0.0149324303722385,-0.003050542897761649,0.0071848671521722845,0.01166106101239247,-0.006879942573404874,-0.028414714672644278,0.011368917263893654,-0.0035020726360051615,0.024016460019335925,-0.033564497280254256,-0.010466109196559875,-0.0036921810979197354,-0.003305941837995656,-0.0029172209200515847,0.013299772163209255,0.01316441284901655,-0.002032374472434447,0.013572907198586802,-0.0060334762353261035,-0.025967051544667608
