investor_id,tx_date,amount,fund_name
INV_101,2023-03-30,15601,Fund_7
INV_143,2023-01-11,2437,Fund_32
INV_116,2023-09-01,4087,Fund_9
INV_197,2023-01-04,32390,Fund_26
INV_116,2023-10-13,8831,Fund_24
INV_178,2023-06-23,33110,Fund_12
INV_159,2024-04-15,45815,Fund_35
INV_133,2024-05-11,43447,Fund_20
INV_129,2023-06-05,27635,Fund_6
INV_150,2023-10-17,30933,Fund_23
INV_195,2024-02-27,40746,Fund_36
INV_179,2023-09-02,9870,Fund_35
INV_130,2023-02-28,33525,Fund_37
INV_102,2023-02-02,40902,Fund_33
INV_154,2024-02-17,28926,Fund_6
INV_188,2023-03-09,3294,Fund_8
INV_125,2023-03-02,9737,Fund_2
INV_143,2024-02-25,41478,Fund_5
INV_102,2023-07-14,47189,Fund_40
INV_127,2023-06-02,11746,Fund_23
INV_190,2023-08-28,19343,Fund_23
INV_101,2024-05-08,10668,Fund_34
INV_144,2023-09-16,30163,Fund_25
INV_121,2023-07-06,4952,Fund_22
INV_195,2023-02-25,41438,Fund_13
INV_103,2023-09-06,17695,Fund_40
INV_137,2023-02-19,9056,Fund_8
INV_100,2024-04-12,29049,Fund_40
INV_196,2023-10-25,40360,Fund_28
INV_178,2023-09-28,24026,Fund_2
INV_164,2023-09-17,20458,Fund_2
INV_132,2023-10-11,8623,Fund_29
INV_109,2023-03-05,27310,Fund_14
INV_172,2023-04-29,41494,Fund_16
INV_188,2023-01-10,5340,Fund_34
INV_123,2023-07-03,17339,Fund_39
INV_125,2024-04-18,26376,Fund_4
INV_147,2023-08-24,37885,Fund_12
INV_182,2023-07-07,6961,Fund_25
INV_107,2023-05-26,5258,Fund_12
INV_142,2023-09-21,36761,Fund_25
INV_102,2023-07-27,44104,Fund_34
INV_187,2023-09-04,40802,Fund_19
INV_125,2023-04-06,5988,Fund_22
